category,file_name,subset
Sylvia atricapilla,48d55c73-5c19-4d02-956e-1172954a0982.wav,train_files
Sturnus vulgaris,18251f17-ac68-4b3d-85cd-283d08dfe08a.wav,train_files
Troglodytes troglodytes,9bdffdc2-e77c-4950-835b-e566c95f16b6.wav,train_files
Loxia curvirostra,cd6a88ac-fd74-41cc-b184-0aac8afe349f.wav,train_files
Sturnus vulgaris,600d7322-d1c4-496d-930e-91c3cb876a29.wav,train_files
Corvus corax,2787bd3b-4398-4a12-a426-971aade9133e.wav,train_files
Hirundo rustica,44c86a0d-1441-4c80-8cd4-c732d533ae63.wav,train_files
Erithacus rubecula,01959ec4-1349-4f0a-b4c9-df3af20de753.wav,train_files
Erithacus rubecula,71cc577a-9047-411d-855e-f56a36bf4ff7.wav,train_files
Acrocephalus arundinaceus,43ee37e9-d4b9-4491-a5b2-8fc1397f95fb.wav,train_files
Strix aluco,f3b71e15-2f78-4899-b869-c26c25477490.wav,train_files
Turdus merula,dc5237d9-19ea-4614-8726-81ba8beaef30.wav,train_files
Luscinia svecica,2e17b1c2-0619-42e6-8a10-4fdc1e44dab3.wav,train_files
Anser anser,43df37bc-6fb9-4425-8978-4b5a98e09a60.wav,train_files
Ptyonoprogne rupestris,662aeeb4-cc5c-4c1c-b712-1902a63b3e3f.wav,train_files
Fringilla coelebs,8766fece-91f2-4558-872e-f7715b67dad9.wav,train_files
Turdus merula,318ca645-f926-48c6-b435-7ede213dd923.wav,train_files
Loxia curvirostra,21b63d1c-e161-48d5-b7ba-564fb1da21a7.wav,train_files
Turdus merula,1bbb8bcf-9495-4960-8122-0819763f2148.wav,train_files
Corvus corax,ec870123-70a1-48bd-b2a2-d140960879e7.wav,train_files
Sturnus vulgaris,9d30ec2b-562b-4b77-9a53-7876991fae20.wav,train_files
Streptopelia decaocto,0b08f16b-a916-43f8-ac1b-19618368a578.wav,train_files
Hydroprogne caspia,aa7324ad-9cc8-4486-896a-89f8d2f8e003.wav,train_files
Curruca communis,6377ca60-cdcc-40b3-b051-a8dcd97ccd52.wav,train_files
Alauda arvensis,99311e7b-1375-40fb-8a36-d997012ebf6d.wav,train_files
Turdus merula,8e1bab58-27ea-46af-9cb1-a300cab7259f.wav,train_files
Limnodromus scolopaceus,3e2bb3fd-6615-4159-8b60-2367f13f0496.wav,train_files
Sturnus vulgaris,70355109-a534-4752-956a-97b95989a456.wav,train_files
Turdus merula,5604445e-ad6a-4189-bb89-1d0a310f01d1.wav,train_files
Falco tinnunculus,3b062fff-ba5c-4562-93ed-5fbf88969227.wav,train_files
Dendrocopos major,1098c2d1-13ac-47f4-8a2f-fb223161e600.wav,train_files
Motacilla flava,2f88c6ae-b9b3-44ac-9e12-b1d6d85f99bc.wav,train_files
Dendrocopos major,4ff6a089-23f7-4ba0-b3b2-263ae00baec3.wav,train_files
Buteo buteo,1ab2430e-f1f9-4653-a18d-8243f60ff7a5.wav,train_files
Carduelis carduelis,e59aef02-4e2a-44d1-9958-72eb4270130c.wav,train_files
Accipiter nisus,f22e5546-43b2-4233-9ea3-f42792c2cd32.wav,train_files
Chloris chloris,236edf7f-644d-4a70-9b5c-6f0654d6c580.wav,train_files
Locustella luscinioides,0c71aa1f-35cb-4e69-912f-b6b356ab163e.wav,train_files
Cuculus canorus,14fbad2a-5c5d-4481-a061-2d2fcf5033a8.wav,train_files
Passer domesticus,895a1b5b-27d4-4ee9-b546-4b217dc9d97c.wav,train_files
Turdus philomelos,5b5fcaeb-e695-4e2f-930b-aa9480d655d7.wav,train_files
Corvus corax,2f836308-318e-4fc8-aaf6-09445a819a6d.wav,train_files
Phylloscopus collybita,f04c2f02-fac0-446b-adbd-623c6eb00fc1.wav,train_files
Erithacus rubecula,d04049f6-34b7-480b-b0c8-1cf810dd129e.wav,train_files
Fringilla coelebs,431f21ae-78f2-491a-8c99-bd858bee9491.wav,train_files
Corvus corax,69c8dfdb-451f-4adf-9150-a45834c1ac32.wav,train_files
Podiceps cristatus,8f899df2-ba6d-4b4e-9ac8-50a164022d73.wav,train_files
Sitta europaea,aacf95f0-ddc6-4cc0-ab94-e07da3eb69db.wav,train_files
Hirundo rustica,25e39440-58ac-4ced-a587-52bcac7dc5b3.wav,train_files
Prunella modularis,3418151f-f8c5-4f59-ab6f-97bec5a91f39.wav,train_files
Passer domesticus,bbf99dcc-7a8b-4a0e-9218-75662d4206f2.wav,train_files
Turdus philomelos,56ef70ac-4d95-46e3-80cf-aa5de6fdef2a.wav,train_files
Turdus philomelos,b7a5dd54-64e1-4b92-93f8-a651de6305b1.wav,train_files
Rallus aquaticus,4fd29caa-85f5-4fa7-b4d1-e0d1588886d1.wav,train_files
Aegithalos caudatus,e6b62d07-cc6f-4b42-856c-f793056ffe8e.wav,train_files
Aegithalos caudatus,6e168d31-ed67-4b86-bf2f-eb90b932f18b.wav,train_files
Parus major,90e40322-5c01-4cc2-9e9e-ed3a19a4e6c7.wav,train_files
Sturnus vulgaris,c20003e0-e4e7-4510-801f-07b2524dfc9a.wav,train_files
Pyrrhula pyrrhula,88d8fade-f3ba-4385-80e9-2275c54a9e87.wav,train_files
Phylloscopus collybita,727b060b-7ce4-4d04-bcc5-73d4829fa3f2.wav,train_files
Merops apiaster,57f57b9d-13c6-497f-9ab5-1519d064cf78.wav,train_files
Parus major,c99d8fc9-6605-4b9b-b238-0328faeb7ea6.wav,train_files
Turdus philomelos,710a0560-e345-4277-8d33-0ca1260afa44.wav,train_files
Certhia brachydactyla,558e4867-9c27-4c31-aaf1-6cf687a80bbe.wav,train_files
Upupa epops,c57c6ad2-b24e-4c46-a36c-f6b3eea9540c.wav,train_files
Sitta europaea,dd2dd230-4abf-49d9-a77c-d1096a798f5b.wav,train_files
Acrocephalus dumetorum,c21b7cfa-7614-4658-8647-1b3ab6b24d6d.wav,train_files
Turdus merula,600e0e18-ce9b-46a9-aae0-192a641131c8.wav,train_files
Picus sharpei,8d515aec-8b69-4b4d-838d-d97a72c95d22.wav,train_files
Erithacus rubecula,34756f93-d54f-4762-85b7-83c561a182e5.wav,train_files
Locustella naevia,ed66abc8-e215-496d-8c16-c2915a6dbbbb.wav,train_files
Bubo bubo,e4b6e86a-2749-42b1-91db-d20068856d84.wav,train_files
Acrocephalus palustris,70a5e77b-f9e7-4386-8330-668f65018b9e.wav,train_files
Turdus merula,a47db163-daee-4856-b410-a94b71853835.wav,train_files
Turdus philomelos,21eddb4a-b728-4626-a604-89627fdfbd36.wav,train_files
Caprimulgus europaeus,e08da1a5-9a5f-4fa8-a5f0-2173a6b2b82b.wav,train_files
Passer domesticus,6ea8c16e-3704-40ac-a288-cccc609dfe63.wav,train_files
Acrocephalus arundinaceus,52240bf5-9dc4-4035-a6a0-bff454b266e4.wav,train_files
Streptopelia decaocto,1f3a646d-f6c5-462f-abb4-4d853a6cb897.wav,train_files
Alauda arvensis,535ed8f5-f1b2-4b59-bf48-e4d02f3c5c38.wav,train_files
Troglodytes troglodytes,6032eff2-1d76-4374-9cd7-b51ea271ede4.wav,train_files
Lophophanes cristatus,74fa2132-a49d-47f0-b628-dca485aad254.wav,train_files
Saxicola rubetra,73866488-353b-4fac-9b97-f5c6c99e1e17.wav,train_files
Upupa epops,3cb8d4e0-0a72-42e2-b26e-8b373f6970c9.wav,train_files
Cettia cetti,b02a40be-b570-4ea4-95d4-251fb7810596.wav,train_files
Sturnus vulgaris,453a8464-5aa2-4013-bc6c-7fa06e945795.wav,train_files
Lophophanes cristatus,dcf88526-7f9e-46d1-b7c6-4dc1e6813752.wav,train_files
Branta canadensis,8378e59c-b004-4218-9f08-4b001f46c0b3.wav,train_files
Phylloscopus collybita,f9642677-45a1-46e5-9c39-5979ffc36c3d.wav,train_files
Sylvia atricapilla,0cda260e-dd76-406e-8afe-3dfecba1e51a.wav,train_files
Sitta europaea,7249c5ef-1803-432e-aac1-93d03db1c454.wav,train_files
Sylvia atricapilla,af4639ca-923a-4f35-8d1d-3df6397c17ef.wav,train_files
Turdus merula,95c6880e-1812-4b32-9a6c-283dd2663bdd.wav,train_files
Turdus pilaris,7e8d479d-1650-4b6c-9195-773fa08358ee.wav,train_files
Strix aluco,f2cd9b5c-6ac6-4a92-bb1b-015a1dfa1fdf.wav,train_files
Erithacus rubecula,05a19c68-1a92-4a99-bda1-361c6091a0f5.wav,train_files
Apus apus,1f7c49d0-01a2-4bb8-ac80-8e94dbf0fbeb.wav,train_files
Sylvia atricapilla,ee59e8b9-d7c5-41d2-8b47-3e7b4fa03475.wav,train_files
Upupa epops,4a901b57-d30a-4fe0-a347-95c002e2064e.wav,train_files
Luscinia svecica,2652261b-ccd2-462e-84ad-09df293fed72.wav,train_files
Fringilla coelebs,a0c54325-6535-46d5-81d7-29a30090e551.wav,train_files
Troglodytes troglodytes,3efe82c4-a6b4-4c75-ad55-55197438e9d8.wav,train_files
Phoenicurus phoenicurus,34accd5e-4510-47cd-9a74-43d832a8c1ed.wav,train_files
Phylloscopus sibilatrix,fe5632dd-914b-4a26-905f-2dfabb35ef01.wav,train_files
Passer domesticus,f5b371c3-9ec6-4c02-bfa6-835e1ea67c09.wav,train_files
Corvus corax,e30f6ca5-5400-4f16-9ff7-1bfd1d6891c3.wav,train_files
Sylvia atricapilla,a73de7f2-29c0-4d17-98ac-e88a8b71c039.wav,train_files
Sylvia atricapilla,9d763a41-9d71-424e-8617-69d2cd6b1ebe.wav,train_files
Acrocephalus palustris,4897911e-e6b7-4b1d-952f-97a015db05c2.wav,train_files
Cuculus canorus,a31882eb-d372-4972-b573-7336d7ccc2f5.wav,train_files
Phylloscopus collybita,e46e530e-875e-4cab-89ed-600a82b5ee57.wav,train_files
Sylvia atricapilla,e96abc62-f480-43f7-b61f-6167bbcd2bab.wav,train_files
Picus sharpei,bdfc0a17-7faf-4907-8bb7-5d0e49c3ee13.wav,train_files
Emberiza calandra,bf909f2e-2695-46cc-b32e-5b52b728814d.wav,train_files
Cuculus canorus,9ea2e289-0589-4fb1-a822-02e8ceb09ecb.wav,train_files
Corvus corax,51951ac6-9b72-4575-9d31-08f26f303f74.wav,train_files
Cuculus canorus,9a4d828e-1d59-4ac1-84e9-8c2e600930d3.wav,train_files
Otus scops,5abc50ba-b78d-45be-8c06-3fa28c1f871b.wav,train_files
Branta canadensis,be324bd3-5730-47e7-ae54-c7cce79d6f43.wav,train_files
Phylloscopus collybita,305607bc-cba4-4b94-8829-932a5cfdcb10.wav,train_files
Sitta europaea,504b1608-ce18-4c73-aa02-ca62aa8f9a20.wav,train_files
Sturnus vulgaris,14e7fc9a-7778-4e58-a149-00c0578a1fb8.wav,train_files
Fringilla coelebs,a4d62ac7-a561-4dce-9ca6-a25be02400f8.wav,train_files
Phylloscopus collybita,5fb155da-21d7-42da-837a-faa28244dd88.wav,train_files
Sitta europaea,57b6e09c-25a7-4609-af89-ce74d06b27be.wav,train_files
Passer domesticus,e2c08af5-5f1b-4ade-b9bd-9229fa548cff.wav,train_files
Falco peregrinus,3da9ddc5-e880-477b-bb4c-36d598e37a08.wav,train_files
Haematopus ostralegus,cae65cd9-b6dc-4959-854b-1a89d145fe1d.wav,train_files
Fringilla coelebs,088b2749-6c45-4662-a563-811bbace9aae.wav,train_files
Sylvia atricapilla,12bce617-f980-4ea6-86cc-3b1ce9a666c6.wav,train_files
Tachybaptus ruficollis,72be15c2-c785-441d-895e-a90399515a3a.wav,train_files
Streptopelia decaocto,556e7c74-5c5d-43c5-a27f-098ed490b833.wav,train_files
Streptopelia turtur,4e9def52-19e9-4c46-8cee-db9555dbdcf3.wav,train_files
Troglodytes troglodytes,9ab7ede7-42f5-49d3-a7c1-e9ee87c734fb.wav,train_files
Passer domesticus,5c1c8a47-cb24-4591-9e0d-f6a4ff904cf3.wav,train_files
Branta canadensis,a8a643af-f391-4dd8-b050-8b0cfc2cf2a8.wav,train_files
Cettia cetti,01493c1f-5abe-499c-913f-da26527d68af.wav,train_files
Sylvia atricapilla,a15bfe81-a0c0-454b-8534-d98f83df5547.wav,train_files
Turdus philomelos,bc19f8bb-b894-444b-bc6c-6cca18f470e8.wav,train_files
Falco peregrinus,b45dade0-3214-41cf-aa0c-c0d5761e08de.wav,train_files
Serinus serinus,7310d53e-7837-46d3-bcb5-593f5791da3f.wav,train_files
Muscicapa striata,d576bda1-9374-4c7a-84eb-965a2d942df0.wav,train_files
Acrocephalus scirpaceus,d24d1fa5-f681-4520-aa7a-6398e6a12151.wav,train_files
Fringilla coelebs,bbb4d4b1-d87b-4a10-8315-5725a77290a7.wav,train_files
Columba palumbus,c87c20f6-1c2c-44f6-9aaa-f52ad3268a55.wav,train_files
Pandion haliaetus,83b642e6-6c72-470f-a310-6699be8f7943.wav,train_files
Asio otus,93d3dc1c-58dc-42f3-b424-d6540a59aea7.wav,train_files
Passer domesticus,41b77a0d-e1c5-4a32-9ac7-5d2dda7e264b.wav,train_files
Fulica atra,aa2c5218-001f-4977-a4b3-bb9d00211cc7.wav,train_files
Mareca penelope,8ddf8f70-8d56-4233-a0cb-f0f0507a92fa.wav,train_files
Turdus philomelos,6c051be6-49fc-46cf-b523-d7a5e672b97d.wav,train_files
Gavia immer,8338b31f-60a0-4699-8954-249c3825bd81.wav,train_files
Alauda arvensis,f1fef0d3-45af-43d3-b3fa-332e1221ef0f.wav,train_files
Oriolus oriolus,d73f1db3-7096-49e5-9f75-6add5e0159c9.wav,train_files
Turdus merula,a27cd3b8-f77f-4f47-83e7-cfcd64bd7cdf.wav,train_files
Fringilla coelebs,99472620-527a-4ed5-9107-97c1e2d1186a.wav,train_files
Anas platyrhynchos,b8e53867-9670-436c-8211-58c60794592a.wav,train_files
Lophophanes cristatus,b5e9c919-a067-4923-9235-1f6d6b70255c.wav,train_files
Carduelis carduelis,6c509f3c-280d-42d1-a890-0b9115ae8cd1.wav,train_files
Vanellus vanellus,aacd5bd9-57d7-4121-92e7-bc3d19611b9c.wav,train_files
Serinus serinus,fcddcd65-9f00-4fdb-88d2-7890583124f7.wav,train_files
Aegithalos caudatus,42d6b863-977e-424c-899b-32523ad9d139.wav,train_files
Phylloscopus bonelli,73acd326-8ab7-44bf-9a9e-0fff2ac2cecc.wav,train_files
Upupa epops,b889740d-b887-4904-a5a9-4885c4a48e8f.wav,train_files
Curruca communis,25e1c1f1-829a-405b-81c0-5e4a55dca9ae.wav,train_files
Sylvia atricapilla,92619ff0-a3fd-475d-b74d-5ad1c9a9005e.wav,train_files
Luscinia megarhynchos,1cba9c65-d6c2-4abb-b1a3-e1dd787ac1c9.wav,train_files
Sturnus vulgaris,7f25b4b9-5094-479c-ab3f-576d07edbb0d.wav,train_files
Cuculus canorus,2aa3242d-6daa-4606-92c5-7139b54c3aee.wav,train_files
Sturnus vulgaris,91c5e7da-00e9-4156-a305-0a5c62d3733d.wav,train_files
Hippolais icterina,2337ab75-f01e-44c7-a7d4-2555d4035df7.wav,train_files
Pica pica,b4970720-afb1-4d3d-9e8d-90ca43bcc07c.wav,train_files
Turdus merula,7f3c2efe-53a9-4ee5-bf30-d198affccf54.wav,train_files
Hippolais icterina,9b9d4c6b-3450-4e6d-998e-1032a4d9739c.wav,train_files
Turdus merula,e6c9f8f9-83ce-4139-b88a-ac4bdcb77394.wav,train_files
Acrocephalus schoenobaenus,84cb709c-138f-4815-bdc8-f40f2113ca89.wav,train_files
Fringilla coelebs,2d3275e4-0c7e-405c-85d6-340e75e60933.wav,train_files
Nycticorax nycticorax,bd6e460f-f427-41d3-a9be-f77bfa086d7d.wav,train_files
Buteo buteo,35c74101-5f7e-4e7d-91db-d18151d0e235.wav,train_files
Carduelis carduelis,a8e913bd-5caf-4a9d-8a62-647cc41a5a06.wav,train_files
Acrocephalus scirpaceus,094c79f4-cace-4e6e-a9dd-b04fb7c4b204.wav,train_files
Cuculus canorus,74f2cfa1-294f-4a6f-b933-9c93324772d4.wav,train_files
Fringilla coelebs,ee09e0fe-3c90-4d3b-86da-022974b937b2.wav,train_files
Crex crex,240afe81-f31b-4ef5-9ca6-851f2990d8f1.wav,train_files
Branta canadensis,7ddbb6eb-462a-4b91-8ee6-0971b8669b50.wav,train_files
Turdus philomelos,f7ce569e-447f-4dd1-ae6e-b640cd6ed3ba.wav,train_files
Strix aluco,17a0f1b1-94cd-44b1-97ca-52010b52ca26.wav,train_files
Acrocephalus palustris,348d0356-ddb5-45db-87dc-5ce7936f68b7.wav,train_files
Erithacus rubecula,a7fa87ba-7201-4e87-acb9-8642daf90c54.wav,train_files
Pyrrhula pyrrhula,d52caf65-44a1-46dc-8068-1350f48b5eea.wav,train_files
Muscicapa striata,3cf2fb0f-dd3a-42f8-a3cb-e19ab6d3249b.wav,train_files
Cuculus canorus,fa2ae864-f03f-4a71-b150-5f5c331e1543.wav,train_files
Parus major,30992cbf-2738-44a8-bbc0-021eb4efb143.wav,train_files
Fringilla coelebs,6af526de-e227-48ec-bf45-fb8316b1f489.wav,train_files
Apus apus,7d488f45-384e-4806-97ca-5ec12388a3ce.wav,train_files
Columba palumbus,8102834d-93f3-465a-9bff-e61c96834b49.wav,train_files
Pyrrhula pyrrhula,3d729371-9724-4e14-8f95-0a4120e6afa6.wav,train_files
Sylvia atricapilla,09cb0ce9-3a0d-4ee4-8af5-5c8f7788c81f.wav,train_files
Ficedula hypoleuca,1d2f6a31-8913-435a-93d9-c43ae5e9c0fe.wav,train_files
Columba palumbus,f820c40c-6ff6-4206-8895-d2307f98b8d0.wav,train_files
Corvus corax,b6f5daa8-5aaa-4085-9a62-3835f4ef86ea.wav,train_files
Carduelis carduelis,feaa5459-aaf9-4c22-ba15-6274a3fba85e.wav,train_files
Troglodytes troglodytes,743cae4b-727f-46ee-ba0f-51b9afc71f25.wav,train_files
Cuculus canorus,709fb506-debf-4ce5-bed0-7d5fbf192348.wav,train_files
Motacilla alba,9f8f7303-a6f4-4b98-9732-4462d0474fd6.wav,train_files
Columba palumbus,c9a3b233-93d1-44e5-84a5-41a8a9e1b81e.wav,train_files
Sitta europaea,c5018dce-7968-45be-8dde-0ca1de0ac726.wav,train_files
Himantopus himantopus,b72d2ca9-eeb4-4e18-a799-7f551902a0ac.wav,train_files
Erithacus rubecula,344a1cc7-d965-443b-a7cf-df5f7725c417.wav,train_files
Parus major,898e1b4b-697c-41c7-bbb7-13b31c3257f0.wav,train_files
Erithacus rubecula,24a50cfa-8aa1-4a29-a1d5-81c957396498.wav,train_files
Sturnus vulgaris,3f144db3-ec21-457a-a47f-1445092b2136.wav,train_files
Fulica atra,d90c4245-86e5-4b86-a603-96825c0c242b.wav,train_files
Corvus corax,b307061c-a521-44a3-a7e1-a003fd668bd6.wav,train_files
Charadrius dubius,9bb295f9-fd3f-4c60-ac96-c228770b6d41.wav,train_files
Passer domesticus,37a5e06c-7177-4228-8920-b2bf9845fb2a.wav,train_files
Troglodytes troglodytes,b4aeef2c-476f-4244-aae0-38d207ec22fd.wav,train_files
Sitta europaea,cb60ca10-b3c4-4d77-86e6-eefb68729b1c.wav,train_files
Phylloscopus trochilus,6eedf8a2-e20c-47de-8281-563d2b26833a.wav,train_files
Serinus serinus,c2a360d0-1ee0-4270-ae3b-ed3301a10d32.wav,train_files
Turdus viscivorus,d7e4555b-0f7d-43b3-834b-1c19ccdc5d23.wav,train_files
Chloris chloris,ef9cb932-6ecf-49ea-856e-b984eb5e4b06.wav,train_files
Rallus aquaticus,2b014e33-aeb4-40a6-ace1-48048755800e.wav,train_files
Spinus spinus,519feda3-c002-4b23-8c87-e2e403c88351.wav,train_files
Limosa limosa,a8768714-ad8c-4abe-99ce-ee676c95e51a.wav,train_files
Falco columbarius,170f5520-ebf9-4cef-a90b-eb420b319942.wav,train_files
Acrocephalus schoenobaenus,17967e5c-f0b1-4aeb-be96-172d47326840.wav,train_files
Streptopelia decaocto,511851de-65c0-4b72-8ddd-6bc95a391288.wav,train_files
Erithacus rubecula,8256f52b-0481-4161-8478-5166bb05e97d.wav,train_files
Egretta garzetta,c0c8fa14-7dc1-4858-bc3f-06872aabdb90.wav,train_files
Luscinia megarhynchos,8702d214-0f6c-4c6b-ae27-9f21640a1bc4.wav,train_files
Prunella modularis,32b12de1-44f9-43fc-bac7-4d174f7d5553.wav,train_files
Sylvia atricapilla,af5742cb-89c1-4c36-a362-094212a68ad4.wav,train_files
Phylloscopus collybita,1cff91e9-3dd1-4725-81d0-4dd9f03f8a7e.wav,train_files
Dendrocopos major,5e083c56-fcca-4424-9e9f-e07935b2276b.wav,train_files
Columba oenas,903a9348-0d54-4d2f-ac46-7a4480bbf7e6.wav,train_files
Hippolais icterina,80dcb516-f325-45cc-98fa-4d5fa317b4b2.wav,train_files
Emberiza calandra,ac92ceb0-d648-424e-ac16-131d2ecb4f55.wav,train_files
Caprimulgus europaeus,395beedc-f26c-492e-9fbc-49603639e399.wav,train_files
Branta canadensis,3a84cec7-92ca-4efb-8074-b57a96515a35.wav,train_files
Acrocephalus palustris,500cbc56-194e-4bf2-aef6-24b22f093324.wav,train_files
Alauda arvensis,96e90ce0-0523-42eb-b383-36299198b7ce.wav,train_files
Erithacus rubecula,3d0f9223-7bb8-48ad-9bb3-04587f614d26.wav,train_files
Pyrrhula pyrrhula,630d2cf9-edaf-417c-afbd-9981cceaa146.wav,train_files
Luscinia megarhynchos,2049c5f8-1708-4223-b988-f074a5fb1f08.wav,train_files
Sturnus vulgaris,e9de9d1c-4cad-493d-997b-dc5f3dfb2c47.wav,train_files
Ardea cinerea,f4be7b78-d7b9-4675-8487-85557a2bbdd7.wav,train_files
Sturnus vulgaris,2fd983e6-318f-4fd7-83fb-fba718eb3b4f.wav,train_files
Pandion haliaetus,4e6ba96a-5046-41c1-8aae-9286a68ecea8.wav,train_files
Streptopelia decaocto,4a4a185c-787e-489d-b695-eeb1f65a1054.wav,train_files
Chloris chloris,6984744c-8c0e-452c-a04c-70590e0ee474.wav,train_files
Turdus philomelos,5cc99aba-1717-4cba-9b56-6b5a8b23f7af.wav,train_files
Parus major,d20a31c4-8649-4d9d-8b3f-01c7e2e0ee64.wav,train_files
Luscinia megarhynchos,a1bb94ea-2c3e-4f65-bc4f-ce832b4c29d7.wav,train_files
Erithacus rubecula,b61a3908-b0ed-4b44-9573-6273666f5fc8.wav,train_files
Parus major,d4536241-1f44-45dc-ae5f-b656f4af1a84.wav,train_files
Branta canadensis,cfc708e9-9729-41ce-b659-e9e542b3e9bb.wav,train_files
Passer domesticus,9d882aa4-f415-4c20-bd8e-bf96e5fd912a.wav,train_files
Pyrrhula pyrrhula,f399853b-682c-4175-be15-822aa0fb8ba6.wav,train_files
Passer domesticus,453d9c15-257f-4df1-ac9c-90795966301d.wav,train_files
Anas platyrhynchos,47d7d3cc-f6d5-45cf-b8d2-2b1267c025ab.wav,train_files
Serinus serinus,49a88398-143b-470c-9f3c-b12130ae03ff.wav,train_files
Falco peregrinus,adcb4395-0f1e-49eb-81f9-c1611989bd85.wav,train_files
Parus major,33ad9004-d513-409e-aab3-ed6666880527.wav,train_files
Phylloscopus collybita,ad6fbc93-50d1-45ca-bb00-fdeb2c2d9051.wav,train_files
Hirundo rustica,4af0c795-44f3-4c23-9c93-78504b92c8e1.wav,train_files
Erithacus rubecula,4ea6d948-05ba-417b-a214-b91375281b31.wav,train_files
Sitta europaea,0f89a2e8-dc3a-483a-ab2f-b801d3ef2b45.wav,train_files
Tyto alba,a4fd54e3-1dd8-41a6-b8ec-876a3f56f13b.wav,train_files
Falco peregrinus,5227b1fd-49ca-4868-bd17-118a957ca5a5.wav,train_files
Grus grus,52382746-edae-4ec0-b298-2cd8d4caa3c9.wav,train_files
Picus sharpei,ca6a1e6b-e512-40a7-8d2a-bf3521bd6580.wav,train_files
Strix aluco,64181780-d6ee-4d7f-955c-017a6a825b19.wav,train_files
Turdus merula,d492c63a-2b88-448d-99ab-7fc807c897cf.wav,train_files
Troglodytes troglodytes,0f050e5f-0343-40cf-9f54-a86cb38a95a4.wav,train_files
Erithacus rubecula,035f37a2-850f-4b06-9807-a295067dbecf.wav,train_files
Dendrocopos major,7c7524a5-82ab-4fe5-bd1f-927879e9ad56.wav,train_files
Crex crex,f767e18c-d6c2-41c2-afdb-3337be44b25f.wav,train_files
Turdus philomelos,20030128-3e9a-452f-a3c4-754674068244.wav,train_files
Acrocephalus arundinaceus,ce19efaa-e4d6-46df-bb11-89fd541f33d8.wav,train_files
Porzana porzana,4aabb8cc-ca00-4da5-b37a-47560f7d7533.wav,train_files
Fringilla coelebs,58c788c2-9796-4489-949e-3e862e73e3b5.wav,train_files
Cuculus canorus,6e35a664-d219-4040-a2eb-09d0912628ef.wav,train_files
Streptopelia decaocto,c765810f-be65-42b0-9b0e-8dad65c7ee56.wav,train_files
Turdus merula,d4032989-d3f9-4482-a9bc-e8724661279c.wav,train_files
Passer domesticus,6645a731-2f0a-4c7d-a46a-5d880bf355a6.wav,train_files
Coturnix coturnix,0b15b745-edc6-451d-a1a5-1cc6fca265f3.wav,train_files
Pica pica,54ac7d3c-eaea-48a9-88ba-6810e13325a9.wav,train_files
Emberiza calandra,e5dae71c-aebc-4aca-b57f-04ac3712da76.wav,train_files
Anthus trivialis,56ccf06e-3ae9-43cf-8d5b-3be65df99495.wav,train_files
Turdus merula,6ee85642-3488-45a0-8e82-85cc1a3519d6.wav,train_files
Corvus corax,98783026-4cf1-4363-917f-bfd8f1ca7c1b.wav,train_files
Chroicocephalus ridibundus,25f43e00-b91f-4c9b-a858-d73ef2026d8c.wav,train_files
Spinus spinus,ee2db650-2bf3-4ac6-b9b5-e9670c9996d2.wav,train_files
Sitta europaea,ab2f9758-04ba-40fa-87de-f40eebcb1fce.wav,train_files
Corvus corax,41ce00c4-7b1c-4722-a79c-9faa482648c5.wav,train_files
Erithacus rubecula,c20127f5-cd5f-4ad8-9e01-af61f627e1ee.wav,train_files
Acrocephalus scirpaceus,c9a3a1b3-6dbb-4815-a5b8-60d4e5a1ed05.wav,train_files
Erithacus rubecula,2999f2d4-c4fc-472c-b417-6f1764b506e8.wav,train_files
Cuculus canorus,50380509-12fa-4213-b4e8-53b04d763b1d.wav,train_files
Erithacus rubecula,717650f9-ff6e-44f5-9075-a51bbf23999f.wav,train_files
Oriolus oriolus,eddfdeb4-d7bf-4a72-bf0e-252010cb4bb9.wav,train_files
Parus major,cc3855a1-8a4f-431e-aa6d-234a2eb5a53d.wav,train_files
Turdus merula,5064deb0-33aa-4061-814a-18901412a7af.wav,train_files
Alauda arvensis,91115a0f-b82e-42fa-85f1-1c64430ebb8b.wav,train_files
Phoenicurus ochruros,c4e3d5e9-8d62-4762-9690-fd7563944591.wav,train_files
Regulus ignicapilla,e73ee7d4-eb99-4d20-86b2-602a67569134.wav,train_files
Picus sharpei,387c9c99-13f8-447d-a068-9cdbdceb0c56.wav,train_files
Columba palumbus,17ef3815-6f16-4da6-a65f-ef37b16f02c4.wav,train_files
Strix aluco,8aaff114-6298-4d24-ab1b-8aa0234ed9a8.wav,train_files
Turdus iliacus,9bcb9ad9-8c4e-4ae2-af43-dd26b2b35fc6.wav,train_files
Corvus corax,5507bbe6-09fc-4303-a75c-d4e6b58115a0.wav,train_files
Sylvia atricapilla,0109b053-426a-44d6-8114-97673df38126.wav,train_files
Chloris chloris,c8247799-649c-44dc-80d2-fd475e6ebfcd.wav,train_files
Cyanistes caeruleus,0576eac2-c549-4f44-ac52-c78a3d6ca48e.wav,train_files
Turdus philomelos,36a1f7f2-a103-4562-8cc9-21242d61958c.wav,train_files
Luscinia svecica,1a2d7a66-7178-44f6-8516-ce135cdb4c91.wav,train_files
Motacilla alba,818f265b-a4ae-4cf9-9031-3d447459acc4.wav,train_files
Passer domesticus,5d83bc2d-0f0a-46b3-af61-0d42bf28c207.wav,train_files
Saxicola rubicola,2e1dbb62-fe6b-42e2-9d5f-c2d929e0009d.wav,train_files
